DateTime,S&P 500 Index,Open-to-Close Return,DateTime,Navigator 1,,,
2015-08-10 21:48:53,,,2015-08-10 21:48:53,9,846000000000002,,
2015-08-24 21:48:53,,,2015-08-24 21:48:53,26,776999999999997,,
2015-09-07 21:48:53,,,2015-09-07 21:48:53,18,51,,
2015-09-21 21:48:53,,,2015-09-21 21:48:53,15,440000000000001,,
2015-10-05 21:48:53,,,2015-10-05 21:48:53,14,208000000000002,,
2015-10-19 21:48:53,,,2015-10-19 21:48:53,9,99,,
2015-11-02 21:48:53,,,2015-11-02 21:48:53,8,837,,
2015-11-16 21:48:53,,,2015-11-16 21:48:53,10,14,,
2015-11-30 21:48:53,,,2015-11-30 21:48:53,9,21888888888889,,
2015-12-14 21:48:53,,,2015-12-14 21:48:53,15,814000000000002,,
2015-12-28 21:48:53,,,2015-12-28 21:48:53,9,11,,
2016-01-11 21:48:53,,,2016-01-11 21:48:53,22,681999999999995,,
2016-01-25 21:48:53,,,2016-01-25 21:48:53,21,23111111111111,,
2016-02-08 21:48:53,,,2016-02-08 21:48:53,20,724,,
2016-02-22 21:48:53,,,2016-02-22 21:48:53,13,176666666666666,,
2016-03-07 21:48:53,,,2016-03-07 21:48:53,11,565000000000001,,
2016-03-21 21:48:53,,,2016-03-21 21:48:53,7,8199999999999985,,
2016-04-04 21:48:53,,,2016-04-04 21:48:53,10,24,,
2016-04-18 21:48:53,,,2016-04-18 21:48:53,7,53,,
2016-05-02 21:48:53,,,2016-05-02 21:48:53,9,4,,
2016-05-16 21:48:53,,,2016-05-16 21:48:53,9,69,,
2016-05-30 21:48:53,,,2016-05-30 21:48:53,7,406666666666666,,
2016-06-13 21:48:53,,,2016-06-13 21:48:53,8,910000000000002,,
2016-06-27 21:48:53,,,2016-06-27 21:48:53,13,165555555555555,,
2016-07-11 21:48:53,,,2016-07-11 21:48:53,7,25,,
2016-07-25 21:48:53,,,2016-07-25 21:48:53,5,92,,
2016-08-08 21:48:53,,,2016-08-08 21:48:53,5,64,,
2016-08-22 21:48:53,,,2016-08-22 21:48:53,6,492999999999999,,
2016-09-05 21:48:53,,,2016-09-05 21:48:53,7,152222222222221,,
2016-09-19 21:48:53,,,2016-09-19 21:48:53,9,8000000000001,,
2016-10-03 21:48:53,,,2016-10-03 21:48:53,8,367999999999999,,
2016-10-17 21:48:53,,,2016-10-17 21:48:53,7,294,,
2016-10-31 21:48:53,,,2016-10-31 21:48:53,7,615555555555556,,
2016-11-14 21:48:53,,,2016-11-14 21:48:53,9,28000000000002,,
2016-11-28 21:48:53,,,2016-11-28 21:48:53,5,224444444444445,,
2016-12-12 21:48:53,,,2016-12-12 21:48:53,6,917999999999999,,
2016-12-26 21:48:53,,,2016-12-26 21:48:53,4,834444444444444,,
2017-01-09 21:48:53,,,2017-01-09 21:48:53,6,432222222222222,,
2017-01-23 21:48:53,,,2017-01-23 21:48:53,4,726666666666667,,
2017-02-06 21:48:53,,,2017-02-06 21:48:53,5,21,,
2017-02-20 21:48:53,,,2017-02-20 21:48:53,4,6433333333333335,,
2017-03-06 21:48:53,,,2017-03-06 21:48:53,5,167,,
2017-03-20 21:48:53,,,2017-03-20 21:48:53,6,635454545454545,,
2017-04-03 21:48:53,,,2017-04-03 21:48:53,6,745000000000002,,
2017-04-17 21:48:53,,,2017-04-17 21:48:53,6,5111111111111,,
2017-05-01 21:48:53,,,2017-05-01 21:48:53,4,736,,
2017-05-15 21:48:53,,,2017-05-15 21:48:53,5,609,,
2017-05-29 21:48:53,,,2017-05-29 21:48:53,3,"9,83333333333332E+015",,
2017-06-12 21:48:53,,,2017-06-12 21:48:53,5,504,,
2017-06-26 21:48:53,,,2017-06-26 21:48:53,6,48,,
2017-07-10 21:48:53,,,2017-07-10 21:48:53,4,813333333333333,,
2017-07-24 21:48:53,,,2017-07-24 21:48:53,3,935,,
2017-08-07 21:48:53,,,2017-08-07 21:48:53,5,119000000000001,,
2017-08-21 21:48:53,,,2017-08-21 21:48:53,6,84999999999999,,
2017-09-04 21:48:53,,,2017-09-04 21:48:53,4,776666666666667,,
2017-09-18 21:48:53,,,2017-09-18 21:48:53,3,659,,
2017-10-02 21:48:53,,,2017-10-02 21:48:53,3,3289999999999993,,
2017-10-16 21:48:53,,,2017-10-16 21:48:53,3,143,,
2017-10-30 21:48:53,,,2017-10-30 21:48:53,4,"9,65555555555556E+015",,
2017-11-13 21:48:53,,,2017-11-13 21:48:53,4,7379999999999995,,
2017-11-27 21:48:53,,,2017-11-27 21:48:53,5,815555555555554,,
2017-12-11 21:48:53,,,2017-12-11 21:48:53,5,75999999999999,,
2017-12-25 21:48:53,,,2017-12-25 21:48:53,3,7222222222222223,,
2018-01-08 21:48:53,,,2018-01-08 21:48:53,4,557777777777777,,
2018-01-22 21:48:53,,,2018-01-22 21:48:53,6,57,,
2018-02-05 21:48:53,,,2018-02-05 21:48:53,22,462,,
2018-02-19 21:48:53,,,2018-02-19 21:48:53,12,716666666666667,,
2018-03-05 21:48:53,,,2018-03-05 21:48:53,12,931000000000001,,
2018-03-19 21:48:53,,,2018-03-19 21:48:53,12,391818181818184,,
2018-04-02 21:48:53,,,2018-04-02 21:48:53,18,55111111111111,,
2018-04-16 21:48:53,,,2018-04-16 21:48:53,9,559000000000001,,
2018-04-30 21:48:53,,,2018-04-30 21:48:53,12,160999999999998,,
2018-05-14 21:48:53,,,2018-05-14 21:48:53,7,3740000000000006,,
2018-05-28 21:48:53,,,2018-05-28 21:48:53,7,87,,
2018-06-11 21:48:53,,,2018-06-11 21:48:53,5,"9,67E+015",,
2018-06-25 21:48:53,,,2018-06-25 21:48:53,9,303,,
2018-07-09 21:48:53,,,2018-07-09 21:48:53,5,791111111111111,,
2018-07-23 21:48:53,,,2018-07-23 21:48:53,6,181111111111111,,
2018-08-06 21:48:53,,,2018-08-06 21:48:53,5,401999999999999,,
2018-08-20 21:48:53,,,2018-08-20 21:48:53,5,542,,
2018-09-03 21:48:53,,,2018-09-03 21:48:53,6,372222222222223,,
2018-09-17 21:48:53,,,2018-09-17 21:48:53,5,268000000000001,,
2018-10-01 21:48:53,,,2018-10-01 21:48:53,7,35,,
2018-10-15 21:48:53,,,2018-10-15 21:48:53,16,881,,
2018-10-29 21:48:53,,,2018-10-29 21:48:53,20,53333333333335,,
2018-11-12 21:48:53,,,2018-11-12 21:48:53,13,906,,
2018-11-26 21:48:53,,,2018-11-26 21:48:53,12,622222222222224,,
2018-12-10 21:48:53,,,2018-12-10 21:48:53,19,454444444444444,,
2018-12-24 21:48:53,,,2018-12-24 21:48:53,27,825555555555557,,
2019-01-07 21:48:53,,,2019-01-07 21:48:53,15,464444444444446,,
2019-01-21 21:48:53,,,2019-01-21 21:48:53,10,23111111111111,,
2019-02-04 21:48:53,,,2019-02-04 21:48:53,9,651,,
2019-02-18 21:48:53,,,2019-02-18 21:48:53,7,162222222222223,,
2019-03-04 21:48:53,,,2019-03-04 21:48:53,8,388,,
2019-03-18 21:48:53,,,2019-03-18 21:48:53,8,527,,
2019-04-01 21:48:53,,,2019-04-01 21:48:53,7,588181818181818,,
2019-04-15 21:48:53,,,2019-04-15 21:48:53,5,294444444444445,,
2019-04-29 21:48:53,,,2019-04-29 21:48:53,7,120000000000005,,
2019-05-13 21:48:53,,,2019-05-13 21:48:53,13,4999999999999,,
2019-05-27 21:48:53,,,2019-05-27 21:48:53,10,285555555555556,,
2019-06-10 21:48:53,,,2019-06-10 21:48:53,7,678,,
2019-06-24 21:48:53,,,2019-06-24 21:48:53,7,151111111111111,,
2019-07-08 21:48:53,,,2019-07-08 21:48:53,5,345555555555556,,
2019-07-22 21:48:53,,,2019-07-22 21:48:53,5,874,,
2019-08-05 21:48:53,,,2019-08-05 21:48:53,14,49,,
2019-08-19 21:48:53,,,2019-08-19 21:48:53,13,577000000000002,,
2019-09-02 21:48:53,,,2019-09-02 21:48:53,8,374444444444443,,
2019-09-16 21:48:53,,,2019-09-16 21:48:53,7,275000000000001,,
2019-09-30 21:48:53,,,2019-09-30 21:48:53,12,17,,
2019-10-14 21:48:53,,,2019-10-14 21:48:53,8,248000000000001,,
2019-10-28 21:48:53,,,2019-10-28 21:48:53,6,363333333333333,,
2019-11-11 21:48:53,,,2019-11-11 21:48:53,4,953000000000001,,
2019-11-25 21:48:53,,,2019-11-25 21:48:53,4,8275,,
2019-12-09 21:48:53,,,2019-12-09 21:48:53,7,146000000000001,,
2019-12-23 21:48:53,,,2019-12-23 21:48:53,3,3125000000000004,,
2020-01-06 21:48:53,,,2020-01-06 21:48:53,6,891111111111112,,
2020-01-20 21:48:53,,,2020-01-20 21:48:53,6,223333333333334,,
2020-02-03 21:48:53,,,2020-02-03 21:48:53,9,177999999999999,,
2020-02-17 21:48:53,,,2020-02-17 21:48:53,7,372222222222222,,
2020-03-02 21:48:53,,,2020-03-02 21:48:53,33,858000000000004,,
2020-03-16 21:48:53,,,2020-03-16 21:48:53,72,166,,
2020-03-30 21:48:53,,,2020-03-30 21:48:53,40,78545454545454,,
2020-04-13 21:48:53,,,2020-04-13 21:48:53,22,87333333333333,,
2020-04-27 21:48:53,,,2020-04-27 21:48:53,16,48,,
2020-05-11 21:48:53,,,2020-05-11 21:48:53,16,467000000000002,,
2020-05-25 21:48:53,,,2020-05-25 21:48:53,13,105555555555556,,
2020-06-08 21:48:53,,,2020-06-08 21:48:53,16,778000000000002,,
2020-06-22 21:48:53,,,2020-06-22 21:48:53,17,711111111111112,,
2020-07-06 21:48:53,,,2020-07-06 21:48:53,13,744444444444447,,
2020-07-20 21:48:53,,,2020-07-20 21:48:53,11,422222222222224,,
2020-08-03 21:48:53,,,2020-08-03 21:48:53,9,608,,
2020-08-17 21:48:53,,,2020-08-17 21:48:53,7,6755555555555555,,
2020-08-31 21:48:53,,,2020-08-31 21:48:53,14,458749999999998,,
2020-09-14 21:48:53,,,2020-09-14 21:48:53,16,698999999999995,,
2020-09-28 21:48:53,,,2020-09-28 21:48:53,15,719999999999999,,
2020-10-12 21:48:53,,,2020-10-12 21:48:53,12,7,,
2020-10-26 21:48:53,,,2020-10-26 21:48:53,16,191111111111113,,
2020-11-09 21:48:53,,,2020-11-09 21:48:53,16,37,,
2020-11-23 21:48:53,,,2020-11-23 21:48:53,8,901111111111112,,
2020-12-07 21:48:53,,,2020-12-07 21:48:53,8,208,,
2020-12-21 21:48:53,,,2020-12-21 21:48:53,8,52,,
2021-01-04 21:48:53,,,2021-01-04 21:48:53,10,562222222222223,,
2021-01-18 21:48:53,,,2021-01-18 21:48:53,8,17,,
2021-02-01 21:48:53,,,2021-02-01 21:48:53,13,904,,
2021-02-15 21:48:53,,,2021-02-15 21:48:53,8,46666666666669,,
2021-02-22 00:00:00,14,28,0,2,2021-02-22 00:00:00,14,28
